Transaction_ID,Customer_ID,Customer_Name,Transaction_Date,Transaction_Time,City,Home_City,Transaction_Type,Merchant_Category,Amount,Payment_Method,Device_Type,Previous_Fraud_History,Fraud_Flag
TXN0001030,CUST000191,Aarav Tiwari,2025-08-26,1900-01-01 08:11:25,Bangalore,Bangalore,POS,Fashion & Apparel,15482.84,UPI ID,Desktop,No,Normal
TXN0001031,CUST000510,Vivaan Patel,2025-08-26,1900-01-01 08:20:33,Delhi,Delhi,ATM,Fashion & Apparel,4761.11,Debit Card,POS Terminal,No,Normal
TXN0001032,CUST001456,Arjun Gupta,2025-08-26,1900-01-01 08:24:49,Pune,Pune,IMPS,Grocery,1130.5,Debit Card,Desktop,No,Normal
TXN0001033,CUST001077,Meera Desai,2025-08-26,1900-01-01 08:31:45,Chennai,Chennai,Online,Food & Dining,7673.71,Net Banking,Desktop,No,Normal
TXN0001034,CUST001671,Sneha Iyer,2025-08-26,1900-01-01 10:24:45,Chennai,Chennai,ATM,Grocery,12685.15,UPI ID,Mobile,Yes,Fraud
TXN0001035,CUST002623,Saanvi Kumar,2025-08-26,1900-01-01 11:52:48,Mumbai,Mumbai,UPI,Utilities,516.57,UPI ID,POS Terminal,No,Normal
TXN0001036,CUST003033,Aadhya Singh,2025-08-26,1900-01-01 12:02:03,Pune,Pune,ATM,Grocery,10380.42,Debit Card,Mobile,No,Normal
TXN0001037,CUST002552,Rohan Kapoor,2025-08-26,1900-01-01 12:20:07,Bangalore,Bangalore,POS,Grocery,4551.52,UPI ID,Mobile,No,Normal
TXN0001038,CUST001472,Manoj Rao,2025-08-26,1900-01-01 12:53:23,Kolkata,Kolkata,IMPS,Travel,8405.67,Debit Card,POS Terminal,No,Normal
TXN0001039,CUST000843,Saanvi Joshi,2025-08-26,1900-01-01 13:40:44,Delhi,Delhi,NEFT,Grocery,1154.31,UPI ID,Mobile,No,Normal
TXN0001040,CUST002572,Vikram Desai,2025-08-26,1900-01-01 13:57:12,Bangalore,Kolkata,Online,Utilities,4109.52,Credit Card,Mobile,No,Normal
TXN0001041,CUST000036,Sanjay Rao,2025-08-26,1900-01-01 15:07:20,Pune,Pune,UPI,Food & Dining,431.83,Debit Card,Mobile,No,Normal
TXN0001042,CUST000477,Rahul Chopra,2025-08-26,1900-01-01 15:15:26,Kolkata,Kolkata,NEFT,Grocery,16815.95,Net Banking,ATM Machine,No,Normal
TXN0001043,CUST001666,Rahul Das,2025-08-26,1900-01-01 15:45:30,Delhi,Delhi,ATM,Food & Dining,3515.64,Debit Card,Tablet,No,Normal
TXN0001044,CUST001549,Krishna Iyer,2025-08-26,1900-01-01 15:50:56,Delhi,Delhi,Online,Food & Dining,896.96,Debit Card,POS Terminal,No,Normal
TXN0001045,CUST002532,Rahul Pillai,2025-08-26,1900-01-01 16:10:45,Mumbai,Mumbai,POS,Fashion & Apparel,1179.64,UPI ID,Mobile,No,Normal
TXN0001046,CUST000509,Aadhya Kapoor,2025-08-26,1900-01-01 16:20:43,Delhi,Delhi,IMPS,Grocery,1444.43,UPI ID,Mobile,No,Normal
TXN0001047,CUST000635,Lakshmi Verma,2025-08-26,1900-01-01 16:22:11,Mumbai,Mumbai,Online,Utilities,1183.83,Debit Card,Mobile,No,Normal
TXN0001048,CUST002034,Meera Chopra,2025-08-26,1900-01-01 16:24:37,Bangalore,Bangalore,Online,Entertainment,1021.97,UPI ID,Mobile,No,Normal
TXN0001049,CUST002537,Krishna Banerjee,2025-08-26,1900-01-01 16:32:24,Delhi,Delhi,Online,Fashion & Apparel,21225.01,Net Banking,Mobile,No,Fraud
TXN0001050,CUST002537,Krishna Banerjee,2025-08-26,1900-01-01 16:32:47,Delhi,Delhi,UPI,Utilities,620.91,UPI ID,Mobile,No,Normal
TXN0001051,CUST002566,Diya Shah,2025-08-26,1900-01-01 17:01:39,Pune,Chennai,POS,Travel,288.09,UPI ID,Mobile,No,Normal
TXN0001052,CUST002938,Ramesh Gupta,2025-08-26,1900-01-01 17:22:14,Delhi,Delhi,Online,Travel,1630.91,UPI ID,POS Terminal,No,Normal
TXN0001053,CUST001178,Ananya Shah,2025-08-26,1900-01-01 18:14:47,Kolkata,Kolkata,UPI,Entertainment,12498.79,Credit Card,Mobile,No,Fraud
TXN0001054,CUST000273,Kavita Verma,2025-08-26,1900-01-01 18:45:53,Kolkata,Kolkata,UPI,Fashion & Apparel,3178.75,Net Banking,ATM Machine,No,Normal
TXN0001055,CUST000813,Sneha Pandey,2025-08-26,1900-01-01 18:48:34,Kolkata,Kolkata,POS,Grocery,1985.74,Debit Card,Desktop,Yes,Normal
TXN0001056,CUST000138,Myra Kapoor,2025-08-26,1900-01-01 18:51:50,Delhi,Delhi,UPI,Fashion & Apparel,233.0,Net Banking,POS Terminal,No,Normal
TXN0001057,CUST003092,Reyansh Mishra,2025-08-26,1900-01-01 18:53:02,Mumbai,Mumbai,POS,Electronics,694.49,Wallet,Mobile,No,Normal
TXN0001058,CUST002951,Geeta Reddy,2025-08-26,1900-01-01 18:53:38,Bangalore,Bangalore,UPI,Travel,1314.06,Wallet,Mobile,No,Normal
TXN0001059,CUST001357,Geeta Joshi,2025-08-26,1900-01-01 19:50:02,Mumbai,Mumbai,POS,Utilities,3701.2,Debit Card,Mobile,No,Normal
TXN0001060,CUST000441,Vihaan Das,2025-08-26,1900-01-01 19:53:10,Kolkata,Kolkata,POS,Food & Dining,379.32,Debit Card,Mobile,Yes,Normal
TXN0001061,CUST000982,Sai Mukherjee,2025-08-26,1900-01-01 19:58:56,Delhi,Delhi,UPI,Travel,9252.04,Credit Card,Desktop,No,Normal
TXN0001062,CUST003001,Rahul Mukherjee,2025-08-26,1900-01-01 20:45:41,Hyderabad,Hyderabad,UPI,Travel,6327.59,Credit Card,Mobile,No,Normal
TXN0001063,CUST001285,Aadhya Mishra,2025-08-26,1900-01-01 20:46:59,Kolkata,Kolkata,UPI,Electronics,1187.98,Debit Card,Desktop,No,Normal
TXN0001064,CUST002920,Aryan Naidu,2025-08-26,1900-01-01 22:54:38,Ahmedabad,Ahmedabad,ATM,Fashion & Apparel,15872.71,UPI ID,Mobile,No,Normal
TXN0001065,CUST001678,Lakshmi Malhotra,2025-08-27,1900-01-01 07:09:03,Mumbai,Mumbai,Online,Entertainment,3310.04,Credit Card,Mobile,No,Normal
TXN0001066,CUST002580,Sai Mishra,2025-08-27,1900-01-01 07:18:37,Bangalore,Bangalore,UPI,Utilities,148.9,UPI ID,POS Terminal,No,Normal
TXN0001067,CUST002604,Suresh Chatterjee,2025-08-27,1900-01-01 07:39:22,Pune,Pune,POS,Food & Dining,311.45,UPI ID,Mobile,No,Normal
TXN0001068,CUST001149,Reyansh Kapoor,2025-08-27,1900-01-01 07:54:04,Delhi,Delhi,Online,Entertainment,43914.41,Credit Card,Mobile,No,Fraud
TXN0001069,CUST001217,Reyansh Iyer,2025-08-27,1900-01-01 08:03:14,Ahmedabad,Ahmedabad,Online,Fashion & Apparel,388.45,Debit Card,Desktop,No,Normal
TXN0001070,CUST001217,Reyansh Iyer,2025-08-27,1900-01-01 08:33:27,Ahmedabad,Ahmedabad,UPI,Fashion & Apparel,783.31,UPI ID,Desktop,No,Normal
TXN0001071,CUST001988,Vihaan Menon,2025-08-27,1900-01-01 10:28:27,Bangalore,Bangalore,UPI,Grocery,85.8,UPI ID,Mobile,No,Normal
TXN0001072,CUST002113,Sanjay Rao,2025-08-27,1900-01-01 11:28:16,Chennai,Ahmedabad,UPI,Food & Dining,1438.37,Debit Card,Mobile,Yes,Normal
TXN0001073,CUST000175,Krishna Reddy,2025-08-27,1900-01-01 12:03:49,Pune,Pune,Online,Utilities,1376.54,UPI ID,ATM Machine,No,Normal
TXN0001074,CUST000402,Riya Mishra,2025-08-27,1900-01-01 12:06:05,Hyderabad,Hyderabad,Online,Travel,5192.28,Debit Card,Mobile,No,Normal
TXN0001075,CUST000585,Divya Mishra,2025-08-27,1900-01-01 13:59:04,Delhi,Delhi,POS,Fashion & Apparel,1525.51,Debit Card,Mobile,No,Normal
TXN0001076,CUST002340,Amit Gupta,2025-08-27,1900-01-01 13:59:40,Chennai,Mumbai,UPI,Electronics,135.05,UPI ID,Mobile,No,Normal
TXN0001077,CUST001660,Kabir Verma,2025-08-27,1900-01-01 14:21:59,Kolkata,Ahmedabad,POS,Grocery,165.01,Credit Card,ATM Machine,No,Normal
TXN0001078,CUST002696,Krishna Reddy,2025-08-27,1900-01-01 14:55:36,Chennai,Chennai,IMPS,Grocery,5040.59,UPI ID,Mobile,No,Normal
TXN0001079,CUST000896,Pooja Yadav,2025-08-27,1900-01-01 14:57:51,Mumbai,Mumbai,UPI,Utilities,51.08,UPI ID,ATM Machine,No,Normal
TXN0001080,CUST002675,Ananya Agarwal,2025-08-27,1900-01-01 14:58:29,Delhi,Delhi,Online,Electronics,17921.3,UPI ID,ATM Machine,Yes,Fraud
TXN0001081,CUST001827,Kiara Joshi,2025-08-27,1900-01-01 16:14:34,Delhi,Delhi,UPI,Fashion & Apparel,2998.94,Debit Card,Mobile,No,Normal
TXN0001082,CUST001809,Aditya Chopra,2025-08-27,1900-01-01 17:50:01,Chennai,Chennai,IMPS,Electronics,691.18,UPI ID,Desktop,No,Normal
TXN0001083,CUST002149,Anika Banerjee,2025-08-27,1900-01-01 18:12:49,Mumbai,Mumbai,Online,Fashion & Apparel,25146.77,Debit Card,Mobile,Yes,Fraud
TXN0001084,CUST002733,Ishaan Desai,2025-08-27,1900-01-01 18:48:59,Delhi,Delhi,Online,Grocery,5575.3,Credit Card,POS Terminal,No,Normal
TXN0001085,CUST001903,Aarav Das,2025-08-27,1900-01-01 19:01:48,Pune,Pune,UPI,Food & Dining,4611.76,Debit Card,Mobile,No,Normal
TXN0001086,CUST000675,Deepak Agarwal,2025-08-27,1900-01-01 19:11:35,Pune,Pune,NEFT,Food & Dining,200496.08,Debit Card,Desktop,No,Normal
TXN0001087,CUST002184,Reyansh Reddy,2025-08-27,1900-01-01 19:21:22,Bangalore,Bangalore,IMPS,Food & Dining,35331.54,Net Banking,Desktop,No,Normal
TXN0001088,CUST000675,Deepak Agarwal,2025-08-27,1900-01-01 19:38:06,Pune,Pune,UPI,Utilities,4006.57,UPI ID,Mobile,No,Normal
TXN0001089,CUST001532,Aadhya Patel,2025-08-27,1900-01-01 22:19:47,Bangalore,Bangalore,IMPS,Electronics,3377.24,Debit Card,Mobile,No,Normal
TXN0001090,CUST003040,Pooja Pillai,2025-08-27,1900-01-01 23:54:41,Delhi,Bangalore,ATM,Grocery,1705.07,Debit Card,Mobile,No,Normal
TXN0001091,CUST000694,Sneha Iyer,2025-08-28,1900-01-01 09:07:20,Mumbai,Mumbai,POS,Entertainment,6998.36,UPI ID,Mobile,No,Normal
TXN0001092,CUST000049,Rohan Menon,2025-08-28,1900-01-01 09:17:01,Kolkata,Kolkata,UPI,Utilities,311.89,Wallet,Mobile,No,Normal
TXN0001093,CUST000212,Manoj Agarwal,2025-08-28,1900-01-01 09:54:38,Ahmedabad,Ahmedabad,UPI,Utilities,365.03,UPI ID,POS Terminal,No,Normal
TXN0001094,CUST001271,Aryan Pandey,2025-08-28,1900-01-01 10:43:27,Delhi,Delhi,POS,Utilities,9631.69,Wallet,Desktop,No,Normal
TXN0001095,CUST002691,Reyansh Tiwari,2025-08-28,1900-01-01 10:51:04,Mumbai,Kolkata,ATM,Food & Dining,1662.59,Debit Card,Mobile,No,Normal
TXN0001096,CUST001103,Anika Banerjee,2025-08-28,1900-01-01 11:59:34,Mumbai,Mumbai,UPI,Food & Dining,1195.32,UPI ID,Mobile,No,Normal
TXN0001097,CUST000896,Pooja Yadav,2025-08-28,1900-01-01 12:21:13,Mumbai,Mumbai,UPI,Fashion & Apparel,323.31,UPI ID,Mobile,No,Normal
TXN0001098,CUST000433,Kavita Menon,2025-08-28,1900-01-01 12:35:56,Bangalore,Bangalore,IMPS,Utilities,67778.15,Debit Card,Desktop,No,Normal
TXN0001099,CUST003047,Krishna Malhotra,2025-08-28,1900-01-01 12:36:23,Pune,Pune,Online,Travel,467.21,UPI ID,Mobile,No,Normal
TXN0001100,CUST001502,Geeta Tiwari,2025-08-28,1900-01-01 13:20:11,Ahmedabad,Ahmedabad,POS,Grocery,19970.52,Net Banking,Mobile,No,Normal
TXN0001101,CUST000031,Rekha Chatterjee,2025-08-28,1900-01-01 13:58:27,Bangalore,Bangalore,POS,Utilities,176.73,Debit Card,Desktop,No,Normal
TXN0001102,CUST000516,Navya Rao,2025-08-28,1900-01-01 14:03:48,Pune,Chennai,IMPS,Grocery,3821.76,Debit Card,Desktop,No,Normal
TXN0001103,CUST001997,Sai Nair,2025-08-28,1900-01-01 15:22:42,Chennai,Chennai,POS,Travel,2397.74,UPI ID,POS Terminal,No,Normal
TXN0001104,CUST001876,Pooja Banerjee,2025-08-28,1900-01-01 15:25:28,Bangalore,Bangalore,ATM,Entertainment,5737.42,Debit Card,Mobile,No,Normal
TXN0001105,CUST002294,Ishaan Iyer,2025-08-28,1900-01-01 16:36:08,Bangalore,Bangalore,POS,Food & Dining,453.24,UPI ID,Mobile,No,Normal
TXN0001106,CUST000584,Aarav Shah,2025-08-28,1900-01-01 17:01:57,Bangalore,Bangalore,UPI,Food & Dining,123.92,Debit Card,Desktop,No,Normal
TXN0001107,CUST002572,Vikram Desai,2025-08-28,1900-01-01 17:22:03,Kolkata,Kolkata,UPI,Entertainment,2084.31,Debit Card,Mobile,No,Normal
TXN0001108,CUST000881,Aadhya Chopra,2025-08-28,1900-01-01 17:48:51,Mumbai,Mumbai,POS,Travel,1412.77,UPI ID,Mobile,No,Normal
TXN0001109,CUST000063,Meera Desai,2025-08-28,1900-01-01 18:02:20,Mumbai,Mumbai,POS,Travel,3542.63,UPI ID,POS Terminal,Yes,Normal
TXN0001110,CUST002093,Aditya Agarwal,2025-08-28,1900-01-01 18:44:48,Mumbai,Mumbai,NEFT,Entertainment,28165.83,Credit Card,Desktop,No,Normal
TXN0001111,CUST002982,Kavita Nair,2025-08-28,1900-01-01 18:47:19,Mumbai,Mumbai,UPI,Fashion & Apparel,623.28,UPI ID,Mobile,No,Normal
TXN0001112,CUST003085,Anjali Chatterjee,2025-08-28,1900-01-01 19:07:56,Delhi,Delhi,UPI,Food & Dining,6446.65,Net Banking,Mobile,No,Normal
TXN0001113,CUST000167,Ananya Mukherjee,2025-08-28,1900-01-01 19:34:44,Delhi,Delhi,IMPS,Grocery,26886.78,UPI ID,Mobile,No,Normal
TXN0001114,CUST001929,Saanvi Sharma,2025-08-28,1900-01-01 20:24:05,Hyderabad,Hyderabad,IMPS,Grocery,3553.76,Debit Card,Mobile,No,Normal
TXN0001115,CUST002130,Neha Sharma,2025-08-28,1900-01-01 21:18:03,Delhi,Delhi,NEFT,Grocery,60692.54,Debit Card,Mobile,No,Normal
TXN0001116,CUST000626,Rohan Chopra,2025-08-28,1900-01-01 22:06:59,Pune,Pune,POS,Electronics,2221.34,UPI ID,Mobile,No,Normal
TXN0001117,CUST001442,Pooja Verma,2025-08-29,1900-01-01 11:43:57,Mumbai,Mumbai,IMPS,Travel,10619.63,Credit Card,Tablet,No,Normal
TXN0001118,CUST000179,Reyansh Yadav,2025-08-29,1900-01-01 11:52:12,Delhi,Delhi,ATM,Fashion & Apparel,2152.39,Debit Card,ATM Machine,No,Normal
TXN0001119,CUST001442,Pooja Verma,2025-08-29,1900-01-01 12:58:12,Kolkata,Mumbai,POS,Food & Dining,107.82,UPI ID,Mobile,No,Normal
TXN0001120,CUST001135,Arjun Pandey,2025-08-29,1900-01-01 13:18:00,Mumbai,Mumbai,IMPS,Utilities,2517.11,Debit Card,Desktop,No,Normal
TXN0001121,CUST002673,Aryan Shah,2025-08-29,1900-01-01 13:38:55,Delhi,Delhi,UPI,Electronics,57.17,Debit Card,Desktop,Yes,Normal
TXN0001122,CUST000800,Kavita Naidu,2025-08-29,1900-01-01 13:49:07,Delhi,Delhi,UPI,Entertainment,1124.27,Wallet,POS Terminal,No,Normal
TXN0001123,CUST000596,Myra Nair,2025-08-29,1900-01-01 14:40:35,Bangalore,Bangalore,POS,Utilities,9216.54,UPI ID,Mobile,No,Normal
TXN0001124,CUST001483,Deepak Agarwal,2025-08-29,1900-01-01 14:54:35,Kolkata,Kolkata,ATM,Electronics,870.4,Credit Card,POS Terminal,No,Normal
TXN0001125,CUST000777,Riya Bhatt,2025-08-29,1900-01-01 15:22:11,Mumbai,Mumbai,UPI,Food & Dining,356.96,Debit Card,Mobile,No,Normal
TXN0001126,CUST002683,Aryan Reddy,2025-08-29,1900-01-01 15:27:25,Bangalore,Bangalore,POS,Food & Dining,703.91,UPI ID,Mobile,No,Normal
TXN0001127,CUST000225,Riya Nair,2025-08-29,1900-01-01 15:50:51,Chennai,Chennai,UPI,Food & Dining,271.93,Debit Card,Mobile,No,Normal
TXN0001128,CUST002922,Sneha Sharma,2025-08-29,1900-01-01 15:56:15,Kolkata,Kolkata,NEFT,Electronics,253108.07,UPI ID,Mobile,No,Normal
TXN0001129,CUST002948,Sneha Banerjee,2025-08-29,1900-01-01 15:57:07,Mumbai,Mumbai,UPI,Food & Dining,438.83,UPI ID,Desktop,No,Normal
TXN0001130,CUST001653,Arjun Singh,2025-08-29,1900-01-01 16:58:26,Bangalore,Bangalore,UPI,Entertainment,149.47,Debit Card,Mobile,No,Normal
TXN0001131,CUST002627,Ramesh Desai,2025-08-29,1900-01-01 17:30:12,Chennai,Chennai,UPI,Fashion & Apparel,212.71,Credit Card,Desktop,No,Normal
TXN0001132,CUST002569,Anika Pillai,2025-08-29,1900-01-01 17:32:41,Chennai,Chennai,ATM,Fashion & Apparel,564.57,Net Banking,Mobile,No,Normal
TXN0001133,CUST000179,Reyansh Yadav,2025-08-29,1900-01-01 18:07:38,Delhi,Delhi,POS,Fashion & Apparel,15701.64,UPI ID,POS Terminal,No,Normal
TXN0001134,CUST002845,Manoj Kumar,2025-08-29,1900-01-01 18:39:02,Mumbai,Mumbai,UPI,Fashion & Apparel,5684.44,Debit Card,Mobile,No,Normal
TXN0001135,CUST000197,Aadhya Agarwal,2025-08-29,1900-01-01 19:06:16,Pune,Pune,UPI,Utilities,11093.39,Debit Card,Desktop,No,Normal
TXN0001136,CUST000047,Kavita Shah,2025-08-29,1900-01-01 19:10:47,Pune,Pune,POS,Electronics,4372.2,Debit Card,Mobile,No,Normal
TXN0001137,CUST001247,Geeta Bhatt,2025-08-29,1900-01-01 19:15:12,Pune,Pune,Online,Travel,36620.06,UPI ID,Desktop,No,Normal
TXN0001138,CUST001087,Divya Chatterjee,2025-08-29,1900-01-01 19:17:22,Mumbai,Mumbai,IMPS,Grocery,10886.18,Net Banking,Tablet,No,Normal
TXN0001139,CUST002907,Ananya Pandey,2025-08-29,1900-01-01 19:26:02,Chennai,Chennai,UPI,Grocery,4168.85,UPI ID,Tablet,No,Normal
TXN0001140,CUST002339,Sneha Agarwal,2025-08-29,1900-01-01 19:41:21,Ahmedabad,Ahmedabad,IMPS,Grocery,1571.65,Debit Card,POS Terminal,No,Normal
TXN0001141,CUST002879,Diya Joshi,2025-08-29,1900-01-01 19:49:44,Mumbai,Mumbai,UPI,Food & Dining,6062.95,UPI ID,ATM Machine,Yes,Normal
TXN0001142,CUST000848,Reyansh Menon,2025-08-29,1900-01-01 20:14:39,Mumbai,Mumbai,ATM,Food & Dining,1559.52,Credit Card,Desktop,No,Normal
TXN0001143,CUST000910,Sai Nair,2025-08-29,1900-01-01 20:17:19,Chennai,Chennai,IMPS,Utilities,3342.17,Debit Card,Mobile,No,Normal
TXN0001144,CUST002819,Kabir Malhotra,2025-08-29,1900-01-01 20:44:56,Kolkata,Kolkata,Online,Food & Dining,1462.64,UPI ID,Mobile,No,Normal
TXN0001145,CUST002733,Ishaan Desai,2025-08-29,1900-01-01 21:42:50,Delhi,Delhi,POS,Entertainment,101.93,UPI ID,Mobile,No,Normal
TXN0001146,CUST000565,Sneha Pillai,2025-08-30,1900-01-01 09:01:49,Hyderabad,Delhi,UPI,Fashion & Apparel,384.33,Credit Card,Mobile,No,Normal
TXN0001147,CUST002842,Aadhya Chopra,2025-08-30,1900-01-01 10:41:57,Hyderabad,Hyderabad,UPI,Grocery,8963.36,UPI ID,Desktop,No,Normal
TXN0001148,CUST001608,Pooja Singh,2025-08-30,1900-01-01 11:04:33,Bangalore,Bangalore,Online,Grocery,33855.11,UPI ID,Mobile,No,Fraud
TXN0001149,CUST000805,Rohan Patel,2025-08-30,1900-01-01 11:08:51,Bangalore,Bangalore,UPI,Electronics,132.51,Wallet,Mobile,No,Normal
TXN0001150,CUST000929,Aadhya Agarwal,2025-08-30,1900-01-01 11:23:02,Bangalore,Bangalore,NEFT,Fashion & Apparel,1208.99,Net Banking,Desktop,No,Normal
TXN0001151,CUST000931,Deepak Nair,2025-08-30,1900-01-01 11:35:56,Hyderabad,Hyderabad,UPI,Electronics,12593.33,UPI ID,Desktop,No,Normal
TXN0001152,CUST000347,Geeta Tiwari,2025-08-30,1900-01-01 11:54:10,Chennai,Chennai,UPI,Utilities,297.4,UPI ID,ATM Machine,Yes,Normal
TXN0001153,CUST003027,Aadhya Nair,2025-08-30,1900-01-01 12:19:41,Delhi,Delhi,IMPS,Grocery,5143.94,UPI ID,Mobile,No,Normal
TXN0001154,CUST000241,Aryan Mukherjee,2025-08-30,1900-01-01 12:29:10,Mumbai,Bangalore,IMPS,Food & Dining,91066.26,Net Banking,POS Terminal,No,Fraud
TXN0001155,CUST000741,Reyansh Sharma,2025-08-30,1900-01-01 13:36:40,Chennai,Chennai,POS,Food & Dining,493.95,Debit Card,POS Terminal,No,Normal
TXN0001156,CUST001488,Aarav Kapoor,2025-08-30,1900-01-01 14:18:36,Chennai,Ahmedabad,IMPS,Electronics,54151.32,UPI ID,Mobile,No,Fraud
TXN0001157,CUST002733,Ishaan Desai,2025-08-30,1900-01-01 14:25:15,Delhi,Delhi,IMPS,Grocery,1328.91,Credit Card,Desktop,No,Normal
TXN0001158,CUST001345,Amit Pandey,2025-08-30,1900-01-01 16:36:54,Delhi,Mumbai,Online,Grocery,252.27,UPI ID,ATM Machine,No,Normal
TXN0001159,CUST002178,Navya Mukherjee,2025-08-30,1900-01-01 16:57:31,Pune,Pune,UPI,Grocery,57.64,Debit Card,POS Terminal,No,Normal
TXN0001160,CUST001361,Rahul Menon,2025-08-30,1900-01-01 17:44:05,Bangalore,Bangalore,UPI,Travel,375.23,Credit Card,Desktop,No,Normal
TXN0001161,CUST002347,Divya Das,2025-08-30,1900-01-01 18:18:31,Kolkata,Kolkata,IMPS,Fashion & Apparel,5440.52,Credit Card,Tablet,No,Normal
TXN0001162,CUST001600,Divya Singh,2025-08-30,1900-01-01 18:20:28,Pune,Pune,IMPS,Grocery,8411.55,Debit Card,Mobile,No,Normal
TXN0001163,CUST001524,Ramesh Chatterjee,2025-08-30,1900-01-01 18:25:34,Kolkata,Kolkata,IMPS,Fashion & Apparel,7098.35,Debit Card,Desktop,No,Normal
TXN0001164,CUST002696,Krishna Reddy,2025-08-30,1900-01-01 18:53:17,Chennai,Chennai,UPI,Electronics,11467.07,Credit Card,Desktop,No,Normal
TXN0001165,CUST001405,Sanjay Rao,2025-08-30,1900-01-01 18:59:33,Mumbai,Mumbai,Online,Food & Dining,604.06,Credit Card,Mobile,No,Normal
TXN0001166,CUST002297,Aditya Naidu,2025-08-30,1900-01-01 19:03:20,Delhi,Delhi,UPI,Entertainment,2637.95,Credit Card,Mobile,No,Normal
TXN0001167,CUST001325,Geeta Iyer,2025-08-30,1900-01-01 20:10:14,Hyderabad,Hyderabad,UPI,Entertainment,13707.94,Credit Card,Desktop,No,Normal
TXN0001168,CUST000287,Aryan Verma,2025-08-30,1900-01-01 20:14:50,Hyderabad,Hyderabad,Online,Electronics,25483.55,UPI ID,Mobile,No,Fraud
TXN0001169,CUST002761,Myra Pillai,2025-08-30,1900-01-01 20:58:51,Chennai,Chennai,UPI,Fashion & Apparel,2298.78,UPI ID,Mobile,No,Normal
TXN0001170,CUST002407,Riya Desai,2025-08-30,1900-01-01 21:36:34,Mumbai,Mumbai,IMPS,Grocery,662.2,Net Banking,Mobile,No,Normal
TXN0001171,CUST000272,Krishna Rao,2025-08-31,1900-01-01 01:36:11,Mumbai,Mumbai,POS,Grocery,6998.7,Debit Card,Desktop,No,Normal
TXN0001172,CUST000712,Neha Menon,2025-08-31,1900-01-01 07:28:15,Mumbai,Mumbai,UPI,Food & Dining,147.89,Debit Card,Desktop,No,Normal
TXN0001173,CUST002042,Manoj Banerjee,2025-08-31,1900-01-01 07:48:47,Hyderabad,Hyderabad,UPI,Utilities,71.14,UPI ID,Tablet,No,Normal
TXN0001174,CUST002050,Sanjay Mehta,2025-08-31,1900-01-01 08:41:05,Delhi,Delhi,UPI,Fashion & Apparel,335.22,Debit Card,Desktop,Yes,Normal
TXN0001175,CUST002813,Ishaan Menon,2025-08-31,1900-01-01 08:56:37,Hyderabad,Hyderabad,Online,Food & Dining,54176.05,UPI ID,Mobile,No,Fraud
TXN0001176,CUST002369,Aditya Mehta,2025-08-31,1900-01-01 09:59:39,Hyderabad,Hyderabad,UPI,Travel,1478.22,Debit Card,ATM Machine,No,Normal
TXN0001177,CUST000579,Arjun Das,2025-08-31,1900-01-01 10:01:03,Delhi,Delhi,UPI,Entertainment,294.48,Credit Card,Mobile,No,Normal
TXN0001178,CUST001728,Anjali Das,2025-08-31,1900-01-01 10:38:31,Bangalore,Bangalore,ATM,Fashion & Apparel,548.24,UPI ID,Mobile,No,Normal
TXN0001179,CUST002438,Krishna Pillai,2025-08-31,1900-01-01 10:53:29,Chennai,Chennai,UPI,Utilities,195.11,UPI ID,Mobile,No,Normal
TXN0001180,CUST000641,Deepak Chatterjee,2025-08-31,1900-01-01 11:26:56,Delhi,Delhi,POS,Utilities,103.08,Net Banking,Desktop,No,Normal
TXN0001181,CUST001646,Kiara Malhotra,2025-08-31,1900-01-01 11:29:20,Mumbai,Mumbai,UPI,Entertainment,1621.72,UPI ID,Desktop,No,Normal
TXN0001182,CUST002824,Sunita Tiwari,2025-08-31,1900-01-01 11:33:41,Delhi,Delhi,Online,Entertainment,1728.29,Debit Card,POS Terminal,No,Normal
TXN0001183,CUST001330,Vikram Reddy,2025-08-31,1900-01-01 11:53:37,Mumbai,Mumbai,POS,Travel,8921.57,Debit Card,Mobile,No,Normal
TXN0001184,CUST000601,Sunita Kapoor,2025-08-31,1900-01-01 14:06:44,Kolkata,Kolkata,Online,Food & Dining,8952.15,Wallet,Mobile,No,Fraud
TXN0001185,CUST003040,Pooja Pillai,2025-08-31,1900-01-01 14:54:09,Bangalore,Bangalore,IMPS,Food & Dining,3056.09,Net Banking,Desktop,No,Normal
TXN0001186,CUST002316,Reyansh Nair,2025-08-31,1900-01-01 17:41:38,Bangalore,Bangalore,POS,Fashion & Apparel,407.33,Debit Card,Mobile,No,Normal
TXN0001187,CUST001130,Aarav Pandey,2025-08-31,1900-01-01 18:10:10,Delhi,Delhi,UPI,Utilities,127.73,Wallet,POS Terminal,No,Normal
TXN0001188,CUST002718,Riya Pandey,2025-08-31,1900-01-01 18:12:44,Delhi,Delhi,UPI,Fashion & Apparel,4454.8,UPI ID,Desktop,No,Normal
TXN0001189,CUST001144,Rekha Mukherjee,2025-08-31,1900-01-01 18:18:51,Hyderabad,Hyderabad,UPI,Electronics,4727.79,Debit Card,Mobile,Yes,Normal
TXN0001190,CUST002761,Myra Pillai,2025-08-31,1900-01-01 18:56:14,Chennai,Chennai,UPI,Entertainment,2346.13,UPI ID,Desktop,No,Normal
TXN0001191,CUST000715,Kabir Banerjee,2025-08-31,1900-01-01 19:07:12,Bangalore,Bangalore,POS,Travel,115.97,Debit Card,Mobile,No,Normal
